MSSubClass,MSZoning,LotArea,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,SalePrice
70,RM,6155,8,1920,1999,611,128000
20,RL,7200,7,1955,2007,0,107500
20,RL,5000,3,1946,1950,0,39300
60,RL,9056,5,2004,2004,707,178000
190,RL,7000,7,1910,1991,1117,107500
60,RL,8924,5,1998,1999,880,188000
20,RL,12735,5,1972,1972,864,111250
20,RL,11553,5,1968,1968,1051,158000
20,RL,11423,5,2001,2002,1581,272000
20,RL,14601,5,2006,2006,1838,315000
60,RL,11000,5,2000,2000,969,248000
20,RL,10140,5,1998,1999,1650,213250
120,RH,4058,5,1998,1998,723,133000
60,RL,17104,5,2006,2006,654,179665
50,RL,13837,5,1988,1988,1204,229000
50,RL,8737,7,1923,1950,1065,210000
85,RL,7244,7,1970,1970,768,129500
20,RM,8235,7,1955,1995,825,125000
60,FV,9375,5,2003,2004,912,263000
120,RL,4043,6,1977,1977,1069,140000
20,RM,6000,6,1957,1957,928,112500
20,RL,11146,5,2006,2006,1709,255500
20,RL,8777,5,1949,2003,0,108000
60,RL,10625,5,2003,2004,998,284000
45,RM,6380,6,1922,1950,993,113000
20,RL,14850,5,1957,1957,1092,141000
50,C (all),11040,6,1920,1950,637,108000
60,RL,21872,5,1996,1997,729,175000
120,RL,3196,5,2003,2004,1374,234000
20,RL,11341,6,1957,1996,1392,121500
20,RL,10010,5,1974,1975,1389,170000
30,RL,13907,6,1940,1969,996,108000
50,RL,21780,7,1918,1950,1163,185000
60,RL,13346,5,1992,2000,1095,268000
70,RL,6858,4,1915,1950,806,128000
60,RL,11198,5,2005,2007,1122,325000
20,RL,10171,5,2004,2004,1517,214000
50,RL,12327,8,1983,2009,1496,316600
90,RL,7032,5,1979,1979,943,135960
90,RL,13101,5,1965,1965,1728,142600
20,RL,7332,6,1959,1959,864,120000
60,RL,13159,5,2009,2009,846,224500
80,RL,9967,5,2000,2000,384,170000
80,RL,10500,7,1971,2005,372,139000
50,RL,8480,5,1947,1950,832,118500
50,RL,6292,7,1928,1950,861,145000
80,RL,11777,6,1966,1966,1164,164500
160,FV,3604,5,2007,2007,689,146000
50,RM,12150,5,1954,1954,1050,131500
20,RL,14585,6,1960,1987,1144,181900
20,RL,12704,5,2008,2009,2042,253293
90,RL,11841,5,1990,1990,816,118500
75,RM,13500,9,1893,2000,1237,325000
50,RM,6120,7,1935,1995,884,133000
20,RL,11443,5,2005,2006,1868,369900
30,RL,10267,7,1918,2000,816,130000
85,RL,8740,6,1982,1982,840,137000
20,RL,25095,8,1968,2003,1437,143000
40,RM,9100,6,1930,1960,742,79500
60,RL,8320,5,2004,2004,770,185900
60,RL,13478,5,2008,2008,1722,451950
20,RL,6600,8,1982,2003,816,138000
120,RM,4435,5,2003,2003,848,140000
20,RL,7990,6,1975,1975,924,110000
20,RL,11302,5,2005,2006,1814,319000
70,RM,3600,7,1910,1993,684,114504
120,RL,3922,5,2006,2007,1258,194201
20,RL,12984,6,1977,1977,1430,217500
160,RM,1950,6,1980,1980,716,151000
60,RL,10927,5,2005,2005,1058,275000
50,RM,9000,6,1937,1950,780,141000
60,RL,10041,5,1992,1992,908,220000
160,FV,3182,5,2004,2005,600,151000
20,RL,12803,5,2002,2002,1494,221000
60,RL,13600,6,1965,1990,768,205000
20,RL,12464,5,1996,1996,1040,152000
20,RL,7800,8,1948,2002,896,225000
70,RL,12168,6,1934,1998,965,359100
20,RL,7943,5,1961,1961,1029,118500
60,RL,11050,5,2000,2000,1440,313000
80,RL,10395,6,1978,1978,1032,148000
60,RL,11885,5,2001,2001,1299,261500
20,RL,8402,5,2007,2007,1120,147000
180,RM,1491,6,1972,1972,630,75500
85,RL,8800,7,1963,1963,936,137500
60,RL,7861,5,2002,2003,783,183200
45,RL,7227,6,1954,1954,832,105500
20,RL,11694,5,2007,2007,1822,314813
60,RL,12244,5,2003,2003,1482,305000
30,RL,8248,3,1914,1950,864,67000
60,RL,10800,7,1974,1997,1522,240000
20,RL,7064,6,1977,1977,980,135000
160,FV,2117,5,2000,2000,756,168500
60,RL,10400,5,1972,1972,732,165150
20,RL,10000,6,1962,1962,1116,160000
20,RL,12342,5,1960,1978,978,139900
80,RL,9600,6,1955,1972,1156,153000
60,RL,11606,5,1969,1969,1040,135000
80,RL,9020,5,1964,1964,1248,168500
70,RM,9000,6,1880,1991,636,124000
120,RL,4590,5,2006,2006,1554,209500
20,RL,11900,5,1977,1977,1386,82500
20,RL,9250,7,1954,2005,1056,139400
90,RL,6979,5,1980,1980,1056,144000
190,RH,10896,7,1914,1995,1440,200000
30,RM,6120,3,1936,1950,264,60000
190,RM,6000,4,1954,1954,811,93000
30,RL,8777,7,1910,1950,796,85000
120,RL,3982,5,2006,2006,1520,264561
120,RL,12677,5,2003,2004,1518,274000
60,FV,7050,5,2001,2001,1057,226000
80,RL,13860,7,1972,1995,1952,345000
60,RL,10793,5,1969,1969,780,152000
20,FV,9187,5,2009,2009,1766,370878
20,RL,10530,5,1971,1971,981,143250
20,RL,7200,5,1950,1950,0,98300
20,RL,10452,5,1953,1953,1094,155000
60,RL,7700,5,1966,1966,756,155000
180,RM,1936,6,1970,1970,630,84500
60,FV,8125,6,2007,2007,813,205950
70,RL,9084,5,1940,1950,755,108000
60,RL,8750,5,1996,1996,880,191000
50,RM,10320,7,1906,1995,756,135000
20,RL,10437,6,1995,1995,2109,350000
160,RM,1680,5,1971,1971,525,88000
20,RL,10007,7,1959,2006,1053,145500
70,RL,7200,6,1931,2000,776,149000
50,RL,17503,5,1948,1950,912,97500
20,RL,9937,7,1964,1999,1486,167000
60,RL,12384,7,1976,1976,793,197900
60,RL,46589,7,1994,2005,1629,402000
20,RL,13560,3,1968,1968,1392,110000
85,RL,10012,5,1972,1972,1138,137500
20,RL,20896,5,2005,2006,2077,423000
60,RL,11194,5,2000,2000,1406,230500
60,RL,18450,5,1965,1979,1021,129000
20,RL,8125,5,1994,1998,1408,193500
20,RL,14175,6,1956,1987,1188,168000
30,RL,11600,5,1922,1950,700,137500
60,RL,8633,5,2005,2005,738,173500
70,RH,6629,6,1925,1950,672,103600
20,RL,11250,6,1977,1977,1208,165000
20,RL,14442,7,1957,2004,1477,257500
20,RL,9200,6,1965,1965,1136,140000
160,RL,2289,6,1978,1978,855,148500
70,RM,9600,2,1900,1950,1095,87000
30,RL,9022,8,1924,2006,768,109500
20,RL,11844,5,2008,2008,2046,372500
20,RL,9945,5,1961,1961,988,128500
120,RL,8012,5,1980,1980,923,143000
50,RH,4500,5,1932,2000,793,159434
120,RL,2887,5,1996,1997,1291,173000
20,RL,11248,5,2002,2002,1626,285000
60,RL,16770,5,1998,1998,1195,221000
160,RL,5062,5,1984,1984,1190,207500
60,FV,10207,6,2007,2007,874,227875
160,FV,5105,5,2004,2004,551,148800
20,RL,8089,6,2007,2007,1419,392000
120,RL,7577,5,2005,2006,1362,194700
120,RM,4426,5,2004,2004,848,141000
60,RL,21535,6,1994,1995,2444,755000
60,RL,26178,5,1989,1990,1210,335000
30,RL,5400,6,1921,1968,1073,108480
50,RM,6120,6,1936,1950,927,141500
20,RL,13811,6,1987,1987,1112,176000
30,RM,6000,7,1921,1950,616,89000
20,RL,6420,7,1952,1952,980,123500
20,RL,8450,8,1965,2009,894,138500
120,FV,4282,5,2004,2004,1391,196000
20,RL,14331,5,2002,2002,1800,312500
20,RL,9600,5,1969,1969,1164,140000
60,RL,12438,5,2006,2006,1234,361919
190,RM,7630,9,1900,1996,360,140000
20,RL,8400,5,2004,2005,1473,213000
190,RM,5600,5,1930,1950,0,55000
20,RL,115149,5,1971,2002,1643,302000
120,RL,6240,5,2006,2006,1324,254000
60,RL,9018,5,2007,2007,728,179540
20,RL,7162,7,1966,1966,876,109900
30,RL,4130,6,1935,2003,270,52000
50,C (all),8712,7,1900,1950,859,102776
120,RL,4671,5,1988,1989,1228,189000
190,RL,9873,5,1970,1970,960,129000
60,RL,13517,8,1976,2005,725,130500
20,RL,10140,5,1974,1974,1064,165000
70,RM,10800,8,1890,1998,718,159500
20,RL,10000,6,1973,2000,1176,157000
60,RL,10542,5,1993,1994,1311,341000
20,RL,9920,6,1969,1969,971,128500
120,RL,6563,5,1985,1985,1742,275000
120,RM,4426,5,2004,2004,848,143000
20,RL,8120,7,1970,1970,864,124500
50,RL,8172,6,1954,1972,941,135000
20,RL,13286,5,2007,2008,1698,320000
20,RL,6960,6,1970,1970,864,120500
20,RL,21695,9,1988,2007,880,222000
20,RL,7314,5,2007,2007,1232,194500
90,RL,11475,5,1958,1958,1584,110000
30,RM,6240,5,1925,1950,780,103000
120,RL,5389,5,1995,1996,1595,236500
80,RL,9590,5,2003,2003,868,187500
60,RL,11404,5,1998,1999,1153,222500
20,RL,10000,6,1961,1983,864,131400
20,RL,8978,5,1968,1968,948,108000
75,RM,10800,7,1914,1970,880,163000
90,RL,8544,4,1950,1950,0,93500
60,RL,10463,5,2005,2005,893,239900
90,RL,10800,5,1987,1988,1200,179000
60,RL,9313,5,2004,2004,864,190000
70,RM,9600,7,1910,2002,264,132000
20,RL,6768,8,1961,1996,912,142000
20,RL,8450,5,2000,2001,1349,179000
80,RL,12886,6,1963,1999,520,175000
120,RL,5395,5,1993,1993,1337,180000
60,RL,8963,9,1976,1996,1142,299800
60,RL,8795,5,2000,2000,952,236000
70,RM,11700,7,1880,2003,1240,265979
20,RL,10593,5,1996,1996,1720,260400
50,RL,8405,3,1945,1950,0,98000
50,RM,8800,7,1910,2004,576,96500
60,RL,7750,5,2003,2003,660,162000
20,RL,9236,5,1997,1997,1479,217000
60,RL,10240,5,2005,2005,1030,275500
20,RL,7930,8,1969,2005,1026,156000
160,FV,3230,5,1999,1999,729,172500
60,RL,10769,5,2007,2007,866,212000
60,RL,11616,5,1978,1978,672,158900
160,FV,2280,5,1999,1999,744,179400
60,RL,12257,5,1995,1995,1318,290000
20,RL,9100,6,1959,1959,864,127500
30,RM,6911,5,1924,1950,1145,100000
60,FV,8640,5,2009,2009,756,215200
60,RL,9430,5,1999,1999,1252,337000
120,RL,9549,5,1995,1996,1494,270000
20,RL,14587,5,2008,2008,1498,264132
60,RL,10421,5,1988,1988,980,196500
50,RL,12508,7,1940,1985,983,160000
20,RL,9100,5,2004,2005,1860,216837
60,RL,53504,5,2003,2003,1650,538000
85,RL,7252,5,1982,1982,858,134900
20,RL,8877,5,1951,1951,836,102000
80,RL,7819,5,1976,1976,1029,107000
20,RL,10150,5,1958,1958,912,114500
20,RL,14226,5,2006,2006,1935,395000
120,RM,4500,5,1998,1998,1204,162000
20,RL,11210,5,2005,2006,1614,221500
20,RL,13350,5,1974,1974,864,142500
90,RH,8400,5,1977,1977,0,144000
90,RL,10530,5,1977,1977,975,135000
20,RL,7875,5,1995,1996,1237,176000
60,RL,7153,5,1992,1992,761,175900
20,RL,16285,5,2001,2002,1413,187100
85,RL,9101,6,1978,1978,1097,165500
75,RM,6300,6,1914,2001,742,128000
20,RL,9790,5,1967,1967,1372,161500
50,RM,10800,6,1915,1950,686,139000
60,RL,10142,5,2004,2004,956,233000
20,RM,6000,7,1954,2000,901,107900
60,RL,12205,8,1966,2007,832,187500
120,RL,3182,5,2005,2006,1145,160200
80,RL,11333,5,1976,1976,1029,146800
60,RL,9920,5,1996,1997,1117,269790
20,RL,9158,5,2007,2007,1496,225000
60,RL,10832,5,1994,1996,712,194500
60,RL,8400,6,1980,1981,650,171000
20,RL,8197,5,1977,1977,660,143500
20,RL,7677,5,1953,1953,773,110000
60,RL,13518,5,2008,2009,1926,485000
50,RL,7200,7,1937,1950,731,175000
60,RL,12798,5,1997,1997,616,200000
30,RM,4800,7,1916,1990,1196,109900
60,RL,8199,5,2005,2005,728,189000
60,RL,13891,5,2008,2009,1734,582933
20,RL,9000,5,1954,1954,936,118000
20,RL,12274,5,2008,2008,1417,227680
80,RL,9750,5,1967,1967,980,135500
70,RL,21384,6,1923,2004,1324,223500
80,RL,13400,5,1966,1966,1024,159950
75,RM,8100,5,1898,1965,849,106000
20,RL,10140,6,1974,1999,1040,181000
120,RM,4438,5,2004,2004,848,144500
20,C (all),8712,5,1952,1952,540,55993
20,RL,9750,6,1958,1958,1442,157900
50,RL,8248,7,1918,1950,686,116000
20,RL,12137,5,1998,1998,1649,224900
20,RL,11425,6,1954,1954,1008,137000
20,RL,13265,5,2002,2002,1568,271000
80,RL,8816,7,1971,1971,1010,155000
120,RL,6371,5,2009,2010,1358,224000
60,RL,7226,5,2003,2003,798,183000
20,RM,6000,4,1953,1953,936,93000
60,RL,12394,5,2003,2003,847,225000
50,RL,9900,7,1940,1950,778,139500
20,FV,11216,5,2006,2006,1489,232600
20,RL,14803,5,2007,2008,2078,385000
45,RM,6130,6,1924,1950,784,109500
20,RL,8529,5,2001,2001,1454,189000
60,RL,28698,5,1967,1967,1013,185000
160,FV,2544,5,2005,2005,600,147400
20,RL,11900,5,1957,1957,1392,166000
160,FV,3180,5,2005,2005,600,151000
60,RL,9548,6,2003,2003,941,237000
20,RL,10004,6,1964,1964,1516,167000
20,RL,7875,6,1961,1961,1144,139950
20,RL,9600,7,1950,1995,1067,128000
30,RM,8100,6,1948,1973,1559,153500
160,RM,1680,5,1973,1973,483,100000
20,RL,9525,6,1995,2006,1099,144000
50,RL,11767,6,1946,1995,768,130500
70,RH,12155,8,1925,1950,672,140000
70,RM,10440,8,1904,2002,650,157500
80,RL,9020,7,1966,1966,1127,174900
90,RL,8000,4,1961,1961,1800,141000
50,RM,12665,8,1915,1950,876,153900
85,RL,16647,5,1975,1981,1390,171000
60,RL,9317,5,1993,1993,740,213000
20,RL,15523,6,1972,1972,864,133500
50,RL,45600,8,1908,1997,907,240000
80,RL,9600,7,1976,1994,528,187000
120,RM,4435,5,2003,2003,848,131500
120,RL,3196,5,2003,2003,1273,215000
75,RL,7128,5,1941,1950,918,164000
80,RL,12095,6,1964,1964,1127,158000
20,RL,17920,4,1955,1974,1763,170000
20,RL,6897,8,1962,2010,1040,127000
80,RL,10970,6,1978,1978,940,147000
60,RL,8125,5,1994,1995,702,174000
20,RL,10400,5,1976,1976,1090,152000
60,RL,11029,7,1968,1984,1054,250000
50,RL,7642,8,1918,1998,912,189950
190,RL,11625,4,1965,1965,1039,131500
20,RL,9672,5,1984,1985,1040,152000
20,RL,7931,5,1959,1959,1148,132500
20,FV,8640,5,2007,2008,1372,250580
20,RL,8750,6,1970,1970,1002,148500
20,RL,10656,5,2006,2007,1638,248900
20,RL,6970,5,1961,1961,1040,129000
60,RL,14762,6,1948,1950,0,169000
60,RL,9938,5,1993,1994,1050,236000
20,RL,6600,5,1962,1962,894,109500
60,RL,8750,5,1998,1998,804,200500
20,RL,8892,7,1953,1996,105,116000
40,RL,12144,7,1949,1950,832,133000
50,RM,5720,6,1941,1950,676,66500
60,FV,9000,5,2007,2007,1184,303477
20,RL,25286,5,1963,1963,1064,132250
60,RL,8834,5,2004,2005,1462,350000
85,RL,11782,7,1961,1995,1109,148000
20,RL,7000,8,1978,2005,864,136500
20,RL,7024,5,2005,2006,1090,157000
50,RL,13758,5,1990,1991,1156,187500
60,RL,9636,5,1992,1993,808,178000
75,RL,6204,5,1912,1950,795,118500
20,RL,7150,5,1967,1967,892,100000
120,FV,5119,5,1999,2000,1698,328900
90,RL,8393,5,1959,2005,1626,145000
50,RL,16466,7,1955,1955,816,135500
20,RL,15865,6,1970,1970,2217,268000
20,RL,12160,4,1953,1953,1505,149500
50,RL,8064,7,1949,2006,672,122900
60,RL,11184,5,1978,1978,918,172500
20,RL,8414,8,1963,2003,1059,154500
20,RL,13284,5,1954,1954,1383,165000
90,RL,7018,5,1979,1979,0,118858
60,RL,7056,5,1963,1963,780,140000
30,RM,8765,6,1936,1950,951,106500
90,RL,7018,5,1979,1979,0,142953
20,RL,12919,5,2009,2010,2330,611657
20,RL,6993,7,1961,1994,912,135000
20,RL,7340,6,1971,1971,858,110000
20,RL,8712,7,1957,2000,992,153000
60,RL,7875,5,2003,2003,783,180000
20,RL,14859,5,2006,2006,1670,240000
20,RL,6173,6,1967,1967,876,125500
20,RL,9920,5,1954,1954,1056,128000
20,RL,13501,5,2006,2006,1623,255000
50,RL,11500,7,1936,1987,1017,250000
20,RL,8885,5,1983,1983,864,131000
60,RL,12589,5,2005,2005,742,174000
90,RL,11600,5,1960,1960,1105,154300
20,RL,9286,7,1977,1989,1268,143500
30,RM,6120,7,1925,1950,768,88000
90,RH,6270,6,1949,1950,1001,145000
160,FV,3000,5,2009,2009,612,173733
160,RM,2001,5,1970,1970,546,75000
20,C (all),9000,3,1949,1950,480,35311
20,RL,17140,6,1956,1956,1134,135000
60,RL,13125,5,1991,1991,1104,238000
20,RL,11029,8,1958,2002,1184,176500
60,RL,8462,5,1994,1994,928,201000
90,RL,8777,7,1900,2003,1272,145900
20,RL,10237,5,2005,2006,1316,169990
120,RL,8012,5,1993,1994,1604,193000
20,RL,10240,6,1980,1980,1686,207500
20,RL,15611,6,1977,1977,1126,175000
60,RL,11999,5,2003,2004,1181,285000
60,RL,9900,5,1968,1968,832,176000
20,RL,11838,5,2001,2001,1753,236500
60,RL,13006,5,1997,1997,964,222000
20,RL,8925,5,2007,2007,1466,201000
20,RL,9100,6,1965,1965,925,117500
20,RL,11670,5,2006,2006,1905,320000
20,RL,8487,5,2004,2004,1500,190000
20,RL,27650,7,1960,2007,585,242000
30,RL,5825,5,1926,1953,600,79900
20,RL,10083,5,2003,2003,1176,184900
60,RL,9675,5,2005,2005,1113,253000
60,RL,8760,5,2006,2006,1391,239799
70,RL,24090,7,1940,1950,1032,244400
90,RL,12640,5,1976,1976,1728,150900
60,RL,8755,5,1999,1999,992,214000
90,RL,7711,3,1977,1977,1440,150000
90,RL,25000,4,1967,1967,1632,143000
20,RL,14375,6,1958,1958,819,137500
50,RM,8820,6,1890,1996,1088,124900
80,RL,8163,6,1959,1959,1144,143000
20,RL,14536,5,2002,2003,1616,270000
60,RL,14006,5,2002,2002,936,192500
20,RL,9360,7,1972,2006,1161,197500
20,RL,7200,8,1950,2002,864,129000
20,RH,7800,5,1965,1965,828,119900
85,RL,7200,8,1972,2003,768,133900
60,RL,11075,4,1969,1969,784,172000
90,RL,9400,5,1975,1975,945,127500
90,RH,7136,6,1946,1950,979,145000
160,RM,1300,6,1980,1980,561,124000
20,RL,7420,5,1962,1962,1057,132000
20,RL,8450,5,2003,2003,1337,185000
160,FV,2572,5,1999,1999,696,155000
20,RL,7207,7,1958,2008,858,116500
60,RL,12227,7,1977,1995,1330,272000
160,RL,2308,6,1976,1976,804,155000
20,RL,11923,5,2007,2007,1800,239000
60,RL,11316,5,2002,2003,817,214900
60,RL,10237,5,2005,2007,783,178900
50,RL,9600,7,1940,1950,728,160000
20,RL,7390,7,1955,1955,1098,135000
50,RM,5925,6,1910,1950,600,37900
190,RL,10382,5,1958,1958,588,140000
50,RL,10800,4,1949,1950,720,135000
160,RL,2268,5,2003,2004,764,173000
120,RL,7892,5,1979,1979,918,99500
20,FV,11639,5,2007,2008,1428,182000
70,RL,11414,8,1910,1993,728,167500
160,FV,2651,5,2000,2000,673,165000
30,RL,5900,7,1923,1958,440,85500
120,FV,4274,5,2006,2007,1241,199900
20,RL,9450,5,1954,1954,894,110000
20,RL,8816,6,1963,1963,1121,139000
85,RL,12122,9,1961,2007,944,178400
60,RL,12203,5,1998,1999,1225,336000
20,RL,3182,5,2007,2007,1266,159895
60,RL,11250,5,2002,2002,1128,255900
90,RL,10125,5,1977,1977,0,126000
190,RL,10880,5,1950,1950,1164,125000
50,RM,5310,8,1910,2003,485,117000
20,RL,10159,5,2009,2010,1930,395192
60,RL,12046,6,1976,1976,848,195000
60,FV,8125,5,2006,2006,770,197000
60,RL,9452,5,1997,1998,1396,348000
70,RM,17671,9,1882,1986,916,168000
60,RL,9760,8,1964,1993,822,187000
60,RL,8846,5,2005,2006,750,173900
20,RL,12456,5,2006,2007,1700,337500
50,RL,4712,7,1946,1950,747,121600
20,RL,10659,6,1961,1961,1050,136500
20,RL,11717,6,1970,1970,1442,185000
30,RM,9786,4,1922,1950,1007,91000
20,RL,6762,5,2006,2006,1187,206000
20,RL,10206,3,1952,1952,0,82000
30,RL,5400,6,1920,1950,691,86000
20,RL,11957,5,2006,2006,1574,232000
90,RL,11500,6,1976,1976,1680,136905
120,RL,3182,5,2005,2006,1346,181000
80,RL,8385,8,1977,1977,985,149900
20,RL,12155,3,1970,1970,1657,163500
160,RM,2217,4,1970,1970,546,88000
20,RL,12118,5,2004,2005,1710,240000
50,RL,6000,5,1926,1950,1008,102000
50,RL,21286,5,1948,1950,720,135000
90,RL,9825,5,1965,1965,0,100000
70,RL,10592,7,1923,1996,602,165000
30,RM,7200,4,1910,2006,1022,85000
20,RL,11664,5,1948,1950,1082,119200
60,RL,8400,6,2001,2001,810,227000
20,RL,11883,5,1996,1996,1504,203000
120,RL,5814,5,1984,1984,1220,187500
80,RL,10784,5,1991,1992,384,160000
120,RL,3013,5,2005,2005,1362,213490
20,RL,7024,5,2005,2005,1132,176000
20,RL,7406,5,2006,2006,1199,194000
50,RM,9439,5,1930,1950,912,87000
120,RL,3182,5,2005,2006,1346,191000
20,RL,15498,6,1976,1976,1565,287000
20,RL,7700,5,1972,1972,882,112500
20,RL,9300,5,1960,1960,1268,167500
20,RL,9520,5,2007,2008,1638,293077
50,RL,9492,5,1941,1950,768,105000
160,RM,1680,7,1972,1972,672,118000
190,RH,7082,8,1916,1995,686,160000
75,RL,15863,3,1920,1970,824,197000
60,RL,14541,7,1993,1993,1338,310000
20,RL,8125,5,2002,2002,1654,230000
30,RL,6305,7,1938,1950,920,119750
20,RL,11500,3,1957,1957,0,84000
20,RL,12898,5,2007,2008,1620,315500
60,RL,9240,5,2001,2002,1055,287000
160,RM,1533,6,1970,2008,546,97000
180,RM,1477,4,1970,1970,630,80000
20,RL,13125,4,1957,2000,1134,155000
60,RL,9130,8,1966,2000,800,173000
120,RL,5381,5,2005,2005,1306,196000
60,RL,11839,5,1990,1990,1475,262280
20,RL,9600,5,1981,1981,2524,278000
20,RL,13680,5,1955,1955,0,139600
60,RL,16056,5,2005,2006,1992,556581
20,RL,9245,5,1994,1995,990,145000
20,RL,21750,4,1960,2006,0,115000
20,RL,11100,7,1946,2006,0,84900
20,RL,8993,5,2007,2007,1302,176485
20,RL,11175,5,2007,2007,1316,200141
60,RL,9500,6,1964,1978,816,165000
20,RL,8562,6,1957,2002,1216,144500
60,RL,11367,5,2002,2002,1065,255000
20,RL,11361,5,1976,1976,1193,180000
120,RL,7052,5,2005,2005,1364,185850
60,RL,29959,6,1994,1994,973,248000
60,RL,11308,5,2008,2008,1104,335000
50,RL,11275,7,1932,1950,854,220000
120,RL,4920,5,2001,2001,1338,213500
30,C (all),18000,4,1935,1950,894,81000
190,RM,13600,5,1900,1950,662,90000
30,RM,6000,6,1925,1980,1103,110500
20,RL,11000,6,1966,1966,1154,154000
